Product Code,Description,GTIN,WMS Item Group,Item Category Code,Country Of Origin,User ID,
TOR002,ORIENTICA XCLUSIF OUD SINGLE MALT WHISKEY EXDP 120ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR003,ORIENTICA LC ROYAL AMBER EDP 80ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR004,ORIENTICA XCLUSIF OUD OLD FASHIONED EXDP 120ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR005,ORIENTICA LC AMBER NOIR EDP 80ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
ROR001,ORIENTICA LC OUD SAFFRON EDP 80ML ,6291106811520,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR002,ORIENTICA XCLUSIF OUD SINGLE MALT WHISKEY EXDP 120ML ,6297001158708,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR003,ORIENTICA LC AMBER NOIR EDP 80ML ,6297001158050,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR004,ORIENTICA ARTE BELLISSIMO ROMANTIC 75ML ,6297001158371,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR005,ORIENTICA LC ROYAL AMBER EDP 80ML ,6291106811568,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR006,ORIENTICA XCLUSIF OUD OLD FASHIONED EXDP 120ML ,6297001158692,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR007,ORIENTICA LE MOTIF IMPERIAL GOLD EDP 85ML ,6291109270188,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR008,ORIENTICA LE MOTIF WILD NEROLI EDP 85ML ,6291109270171,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR009,ORIENTICA LC VELVET GOLD EDP 80ML ,6291109270584,ORIENTICA,REGULAR,AE,SEND BY NAV
ROR010,ORIENTICA XCLUSIF OUD NOIR EXDP 120ML ,6297001158111,ORIENTICA,REGULAR,AE,SEND BY NAV
TOR006,ORIENTICA LC VELVET GOLD EDP 80ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR007,ORIENTICA XCLUSIF OUD NOIR EXDP 120ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR008,ORIENTICA ARTE BELLISSIMO ROMANTIC EDP 75ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR009,ORIENTICA LE MOTIF WILD NEROLI EDP 85ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
TOR010,ORIENTICA LE MOTIF IMPERIAL GOLD EDP 85ML TESTER ,0000,ORIENTICA,TESTERS,AE,SEND BY NAV
